datetime,sw_radiation,temp_2m,cloud_cover
2020-06-11T12:00,0.392,28.5,100
2020-06-11T13:00,0.453,28.8,100
2020-06-11T14:00,0.369,28.8,100
2020-06-11T15:00,0.324,28.9,100
2020-06-11T16:00,0.176,28.5,100
2020-06-11T17:00,0.077,27.3,100
2020-06-11T18:00,0.017,26.4,100
2020-06-11T19:00,0.0,25.8,100
2020-06-11T20:00,0.0,25.5,100
2020-06-11T21:00,0.0,25.3,100
2020-06-11T22:00,0.0,25.1,100
2020-06-11T23:00,0.0,24.9,100
2020-06-12T00:00,0.0,24.7,100
2020-06-12T01:00,0.0,24.4,99
2020-06-12T02:00,0.0,24.3,99
2020-06-12T03:00,0.0,24.4,100
2020-06-12T04:00,0.0,24.4,99
2020-06-12T05:00,0.0,24.4,100
2020-06-12T06:00,0.007,24.7,100
2020-06-12T07:00,0.088,25.3,100
2020-06-12T08:00,0.162,26.1,99
2020-06-12T09:00,0.352,27.4,100
2020-06-12T10:00,0.306,27.9,100
2020-06-12T11:00,0.392,28.7,99
2020-06-12T12:00,0.457,29.5,100
2020-06-12T13:00,0.275,29.7,100
2020-06-12T14:00,0.576,31.2,66
2020-06-12T15:00,0.457,31.7,79
2020-06-12T16:00,0.359,31.1,100
2020-06-12T17:00,0.19,28.5,100
2020-06-12T18:00,0.032,27.8,98
2020-06-12T19:00,0.001,27.6,99
2020-06-12T20:00,0.0,27.2,98
2020-06-12T21:00,0.0,26.8,91
2020-06-12T22:00,0.0,26.5,92
2020-06-12T23:00,0.0,26.1,96
2020-06-13T00:00,0.0,25.7,100
2020-06-13T01:00,0.0,25.5,100
2020-06-13T02:00,0.0,25.3,100
2020-06-13T03:00,0.0,25.3,100
2020-06-13T04:00,0.0,25.1,100
2020-06-13T05:00,0.0,25.0,100
2020-06-13T06:00,0.018,25.4,100
2020-06-13T07:00,0.148,26.5,100
2020-06-13T08:00,0.362,27.9,97
2020-06-13T09:00,0.551,29.4,98
2020-06-13T10:00,0.651,30.7,99
2020-06-13T11:00,0.646,31.8,100
2020-06-13T12:00,0.767,32.7,99
2020-06-13T13:00,0.743,33.4,99
2020-06-13T14:00,0.742,33.9,74
2020-06-13T15:00,0.642,33.9,74
2020-06-13T16:00,0.43,33.1,80
2020-06-13T17:00,0.258,32.1,82
2020-06-13T18:00,0.083,30.5,82
2020-06-13T19:00,0.002,29.8,62
2020-06-13T20:00,0.0,29.0,88
2020-06-13T21:00,0.0,28.6,78
2020-06-13T22:00,0.0,27.8,92
2020-06-13T23:00,0.0,27.4,87
2020-06-14T00:00,0.0,26.7,91
2020-06-14T01:00,0.0,26.4,87
2020-06-14T02:00,0.0,26.1,62
2020-06-14T03:00,0.0,25.8,86
2020-06-14T04:00,0.0,25.6,85
2020-06-14T05:00,0.0,25.9,74
2020-06-14T06:00,0.019,26.3,93
2020-06-14T07:00,0.134,27.4,73
2020-06-14T08:00,0.306,28.6,89
2020-06-14T09:00,0.518,30.4,95
2020-06-14T10:00,0.415,30.6,95
2020-06-14T11:00,0.521,31.5,99
2020-06-14T12:00,0.618,32.9,97
2020-06-14T13:00,0.725,34.1,95
2020-06-14T14:00,0.679,32.2,98
2020-06-14T15:00,0.516,33.5,94
2020-06-14T16:00,0.402,31.7,98
2020-06-14T17:00,0.182,33.4,93
2020-06-14T18:00,0.064,31.6,98
2020-06-14T19:00,0.002,30.9,99
2020-06-14T20:00,0.0,30.0,99
2020-06-14T21:00,0.0,29.3,99
2020-06-14T22:00,0.0,28.5,98
2020-06-14T23:00,0.0,27.8,99
2020-06-15T00:00,0.0,27.3,100
2020-06-15T01:00,0.0,26.8,98
2020-06-15T02:00,0.0,26.6,98
2020-06-15T03:00,0.0,26.3,98
2020-06-15T04:00,0.0,26.2,98
2020-06-15T05:00,0.0,26.1,97
2020-06-15T06:00,0.02,26.6,95
2020-06-15T07:00,0.144,27.7,95
2020-06-15T08:00,0.334,29.0,97
2020-06-15T09:00,0.52,30.7,98
2020-06-15T10:00,0.583,32.1,99
2020-06-15T11:00,0.495,32.7,100
2020-06-15T12:00,0.581,33.8,99
2020-06-15T13:00,0.689,34.4,99
2020-06-15T14:00,0.631,34.1,99
2020-06-15T15:00,0.521,34.0,99
2020-06-15T16:00,0.328,33.5,98
2020-06-15T17:00,0.206,33.7,99
2020-06-15T18:00,0.08,32.6,99
2020-06-15T19:00,0.002,31.7,98
2020-06-15T20:00,0.0,30.8,97
2020-06-15T21:00,0.0,30.1,98
2020-06-15T22:00,0.0,29.3,97
2020-06-15T23:00,0.0,28.6,100
2020-06-16T00:00,0.0,28.0,100
2020-06-16T01:00,0.0,27.5,100
2020-06-16T02:00,0.0,27.2,99
2020-06-16T03:00,0.0,26.9,99
2020-06-16T04:00,0.0,26.6,100
2020-06-16T05:00,0.0,26.9,100
2020-06-16T06:00,0.012,27.5,100
2020-06-16T07:00,0.089,28.3,100
2020-06-16T08:00,0.216,29.3,100
2020-06-16T09:00,0.322,30.2,100
2020-06-16T10:00,0.437,31.7,100
2020-06-16T11:00,0.337,32.1,100
2020-06-16T12:00,0.492,33.3,100
2020-06-16T13:00,0.377,33.7,100
2020-06-16T14:00,0.546,34.2,100
2020-06-16T15:00,0.36,33.1,100
2020-06-16T16:00,0.336,33.5,100
2020-06-16T17:00,0.147,33.4,100
2020-06-16T18:00,0.06,32.7,100
2020-06-16T19:00,0.002,31.9,100
2020-06-16T20:00,0.0,31.0,98
2020-06-16T21:00,0.0,30.3,98
2020-06-16T22:00,0.0,29.7,98
2020-06-16T23:00,0.0,29.1,99
2020-06-17T00:00,0.0,28.5,99
2020-06-17T01:00,0.0,28.0,99
2020-06-17T02:00,0.0,27.6,99
2020-06-17T03:00,0.0,27.2,100
2020-06-17T04:00,0.0,27.0,100
2020-06-17T05:00,0.0,27.2,99
2020-06-17T06:00,0.012,27.7,99
2020-06-17T07:00,0.086,28.4,100
2020-06-17T08:00,0.215,29.3,100
2020-06-17T09:00,0.113,29.0,100
2020-06-17T10:00,0.268,30.2,100
2020-06-17T11:00,0.35,31.6,100
2020-06-17T12:00,0.564,33.5,100
2020-06-17T13:00,0.432,33.9,100
2020-06-17T14:00,0.564,34.4,100
2020-06-17T15:00,0.238,32.4,100
2020-06-17T16:00,0.187,32.6,100
2020-06-17T17:00,0.188,32.4,100
2020-06-17T18:00,0.064,31.3,98
2020-06-17T19:00,0.001,30.1,91
2020-06-17T20:00,0.0,29.6,94
2020-06-17T21:00,0.0,29.1,100
2020-06-17T22:00,0.0,28.9,100
2020-06-17T23:00,0.0,28.1,91
